n,seconds
1,0.000
2,0.056
3,0.090
4,0.109
5,0.115
6,0.131
7,0.170
8,0.206
9,0.233
10,0.238
11,0.254
12,0.281
13,0.299
14,0.327
15,0.334
16,0.351
17,0.356
18,0.362
19,0.368
20,0.374
21,0.390
22,0.419
23,0.437
24,0.469
25,0.485
26,0.522
27,0.528
28,0.546
29,0.584
30,0.611
31,0.616
32,0.632
33,0.658
34,0.664
35,0.679
36,0.705
37,0.710
38,0.725
39,0.731
40,0.736
41,0.741
42,0.747
43,0.762
44,0.788
45,0.804
46,0.832
47,0.849
48,0.854
49,0.870
50,0.907
51,0.934
52,0.939
53,0.954
54,0.980
55,0.985
56,1.000
57,1.036
58,1.059
59,1.068
60,1.078
61,1.088
62,1.100
63,1.126
64,1.167
65,1.176
66,1.199
67,1.209
68,1.218
69,1.226
70,1.234
71,1.261
72,1.309
73,1.341
74,1.384
75,1.409
76,1.452
77,1.463
78,1.476
79,1.498
80,1.529
81,1.549
82,1.580
83,1.597
84,1.625
85,1.631
86,1.649
87,1.677
88,1.694
89,1.721
90,1.737
91,1.762
92,1.767
93,1.772
94,1.778
95,1.783
96,1.788
97,1.794
98,1.809
99,1.852
100,1.882
101,1.908
102,1.955
103,1.993
104,2.037
105,2.058
106,2.096
107,2.114
108,2.142
109,2.159
110,2.186
111,2.209
112,2.215
113,2.222
114,2.229
115,2.235
116,2.242
117,2.249
118,2.256
119,2.263
120,2.271
121,2.296
122,2.296
123,2.296
124,2.305
125,2.313
126,2.323
127,2.331
128,2.339
129,2.355
130,2.383
131,2.399
132,2.404
133,2.410
134,2.417
135,2.434
136,2.464
137,2.484
138,2.519
139,2.548
140,2.593
141,2.622
142,2.668
143,2.693
144,2.734
145,2.760
146,2.804
147,2.829
148,2.874
149,2.883
150,2.891
151,2.915
152,2.955
153,2.985
154,3.047
155,3.082
156,3.102
157,3.131
158,3.147
159,3.175
160,3.194
161,3.222
162,3.238
163,3.266
164,3.282
165,3.310
166,3.329
167,3.358
168,3.375
169,3.403
170,3.409
171,3.425
172,3.455
173,3.461
174,3.479
175,3.508
176,3.527
177,3.557
178,3.563
179,3.580
180,3.609
181,3.626
182,3.654
183,3.670
184,3.699
185,3.716
186,3.742
187,3.757
188,3.785
189,3.802
190,3.829
191,3.835
192,3.852
193,3.879
194,3.885
195,3.901
196,3.928
197,3.934
198,3.950
199,3.978
200,4.005
201,4.050
202,4.077
203,4.125
204,4.151
205,4.196
206,4.222
207,4.264
208,4.273
209,4.302
210,4.345
211,4.355
212,4.384
213,4.447
214,4.487
215,4.498
216,4.509
217,4.521
218,4.532
219,4.542
220,4.548
221,4.565
222,4.605
223,4.643
224,4.681
225,4.719
226,4.755
227,4.793
228,4.830
229,4.857
230,4.863
231,4.888
232,4.930
233,4.938
234,4.946
235,4.954
236,4.961
237,4.969
238,4.977
239,4.985
240,4.992
241,5.000
242,5.007
243,5.025
244,5.056
245,5.076
246,5.112
247,5.131
248,5.164
249,5.182
250,5.213
251,5.232
252,5.263
253,5.280
254,5.313
255,5.335
256,5.366
257,5.383
258,5.410
259,5.427
260,5.456
261,5.473
262,5.500
263,5.506
264,5.531
265,5.575
266,5.586
267,5.596
268,5.628
269,5.675
270,5.687
271,5.713
272,5.758
273,5.768
274,5.796
275,5.840
276,5.850
277,5.860
278,5.890
279,5.932
280,5.942
281,5.973
282,6.021
283,6.051
284,6.125
285,6.140
286,6.182
287,6.227
288,6.236
289,6.263
290,6.293
291,6.311
292,6.344
293,6.351
294,6.370
295,6.413
296,6.421
297,6.440
298,6.471
299,6.478
300,6.496
301,6.529
302,6.536
303,6.542
304,6.561
305,6.591
306,6.598
307,6.614
308,6.640
309,6.646
310,6.652
311,6.658
312,6.665
313,6.689
314,6.735
315,6.762
316,6.802
317,6.824
318,6.864
319,6.871
320,6.897
321,6.931
322,6.953
323,6.984
324,6.992
325,7.008
326,7.037
327,7.043
328,7.062
329,7.101
330,7.122
331,7.156
332,7.174
333,7.203
334,7.209
335,7.227
336,7.254
337,7.271
338,7.298
339,7.304
340,7.322
341,7.361
342,7.394
343,7.447
344,7.460
345,7.489
346,7.534
347,7.545
348,7.577
349,7.631
350,7.660
351,7.711
352,7.737
353,7.779
354,7.788
355,7.817
356,7.889
357,7.905
358,7.922
359,7.962
360,8.025
361,8.042
362,8.054
363,8.070
364,8.096
365,8.119
366,8.142
367,8.187
368,8.255
369,8.310
370,8.354
371,8.403
372,8.485
373,8.520
374,8.526
375,8.545
376,8.579
377,8.586
378,8.607
379,8.640
380,8.657
381,8.686
382,8.703
383,8.731
384,8.748
385,8.776
386,8.782
387,8.800
388,8.828
389,8.835
390,8.847
391,8.872
392,8.923
393,8.931
394,8.954
395,8.993
396,9.002
397,9.023
398,9.064
399,9.071
400,9.078
401,9.098
402,9.127
403,9.133
404,9.139
405,9.158
406,9.193
407,9.200
408,9.218
409,9.246
410,9.266
411,9.302
412,9.307
413,9.325
414,9.357
415,9.374
416,9.402
417,9.409
418,9.426
419,9.454
420,9.461
